PPG,Serial_No,noise_ppg(.10),noise_ppg,noise_ppg(0.07)
-0.488,512,-0.470978069,-0.496208373,-0.44958997
-0.488,513,-0.4399683,-0.476657567,-0.515429869
-0.484,514,-0.427922333,-0.476429655,-0.517204396
-0.484,515,-0.487081071,-0.486405282,-0.437550543
-0.484,516,-0.489547108,-0.480162225,-0.467254644
-0.484,517,-0.473968834,-0.460470675,-0.472164856
-0.48,518,-0.452906771,-0.471532968,-0.429668075
-0.48,519,-0.46976804,-0.498152587,-0.514804663
-0.48,520,-0.501703339,-0.50475437,-0.488264248
-0.48,521,-0.542076853,-0.485527586,-0.482376994
-0.466,522,-0.482821117,-0.453174482,-0.488995369
-0.466,523,-0.490022156,-0.462710646,-0.474834483
-0.466,524,-0.557368937,-0.480493769,-0.472773424
-0.466,525,-0.463150555,-0.475252706,-0.436772365
-0.44,526,-0.447067624,-0.429646132,-0.423666108
-0.44,527,-0.367587168,-0.438727828,-0.420356456
-0.44,528,-0.44100043,-0.449032192,-0.45919762
-0.44,529,-0.44340717,-0.415414616,-0.450337009
-0.414,530,-0.403500059,-0.409035844,-0.431926704
-0.414,531,-0.431855057,-0.400595555,-0.43914898
-0.414,532,-0.409916655,-0.418569775,-0.419148066
-0.414,533,-0.382837458,-0.422312365,-0.37376445
-0.377,534,-0.357299694,-0.350213387,-0.392318146
-0.377,535,-0.392743905,-0.376260898,-0.351080144
-0.377,536,-0.307171322,-0.358479114,-0.366807684
-0.377,537,-0.36844677,-0.383836415,-0.372467985
-0.329,538,-0.344268505,-0.328249906,-0.330528792
-0.329,539,-0.337328307,-0.331219989,-0.332034145
-0.329,540,-0.356427625,-0.314891831,-0.31539814
-0.329,541,-0.275804767,-0.316763383,-0.357389176
-0.266,542,-0.255464524,-0.262497835,-0.320321344
-0.266,543,-0.275498253,-0.26814388,-0.243743504
-0.266,544,-0.326719407,-0.273529741,-0.207170656
-0.266,545,-0.292114625,-0.267663201,-0.229211746
-0.2,546,-0.185940858,-0.20473752,-0.255976083
-0.2,547,-0.21162783,-0.200723456,-0.187661659
-0.2,548,-0.212011658,-0.176387246,-0.224052841
-0.2,549,-0.156358612,-0.204287263,-0.165392302
-0.118,550,-0.153394663,-0.109179959,-0.063986629
-0.118,551,-0.083801814,-0.129431142,-0.130074587
-0.118,552,-0.075538921,-0.106508601,-0.164898445
-0.118,553,-0.143679396,-0.123017792,-0.138966305
-0.041,554,-0.066807982,-0.044607674,-0.074355698
-0.041,555,-0.013809376,-0.043758869,-0.05880451
-0.041,556,-0.059515136,-0.04401197,-0.033037704
-0.041,557,-0.00617886,-0.027299171,-0.067078045
0.044,558,0.059189796,0.034863735,0.079788278
0.044,559,0.072899114,0.034958269,0.073862822
0.044,560,-0.007548486,0.039815625,0.094960705
0.044,561,0.02578146,0.046846292,0.054874354
0.126,562,0.102989961,0.132424942,0.136717834
0.126,563,0.115303863,0.133475315,0.155852066
0.126,564,0.177389306,0.127508824,0.108430893
0.126,565,0.158818802,0.138735985,0.067394846
0.21,566,0.223254751,0.201261381,0.204464406
0.21,567,0.177023087,0.207600364,0.212115781
0.21,568,0.168000512,0.2012957,0.206678497
0.21,569,0.157042395,0.213905584,0.216075562
0.277,570,0.189270893,0.260636243,0.285404508
0.277,571,0.268885124,0.261644083,0.249217914
0.277,572,0.253980956,0.267021045,0.293676858
0.277,573,0.259845841,0.288946769,0.289139717
0.347,574,0.370634331,0.320341675,0.339393488
0.347,575,0.336079015,0.332200217,0.3955694
0.347,576,0.328614503,0.36631258,0.362737032
0.347,577,0.350019131,0.340889057,0.319078968
0.406,578,0.396917238,0.384540552,0.448378652
0.406,579,0.332466376,0.409284341,0.391375912
0.406,580,0.377949457,0.426492634,0.398793826
0.406,581,0.401268241,0.411904507,0.425592051
0.455,582,0.465165023,0.467031363,0.472381406
0.455,583,0.40920021,0.455682586,0.457555889
0.455,584,0.482014259,0.433705688,0.477868636
0.455,585,0.474755469,0.431828699,0.489511981
0.495,586,0.508952487,0.480628305,0.511329571
0.495,587,0.455933791,0.496435691,0.504012191
0.495,588,0.510985199,0.466980864,0.513192032
0.495,589,0.463499145,0.479420046,0.494709181
0.528,590,0.548266364,0.532472019,0.513148277
0.528,591,0.55746404,0.528488718,0.532414128
0.528,592,0.469894163,0.514199089,0.526944369
0.528,593,0.558042569,0.521853763,0.525056342
0.547,594,0.556695156,0.523106528,0.544043185
0.547,595,0.482570043,0.545490068,0.522923507
0.547,596,0.545592469,0.547551854,0.56196021
0.547,597,0.533608545,0.542798025,0.536534741
0.558,598,0.544779532,0.558929744,0.584047546
0.558,599,0.574620704,0.569308203,0.58631456
0.558,600,0.526239095,0.564496822,0.583862997
0.558,601,0.552988454,0.576217551,0.573626931
0.566,602,0.575123734,0.562832272,0.602130403
0.566,603,0.603455154,0.571780746,0.567783174
0.566,604,0.53727547,0.555980484,0.564028482
0.566,605,0.525580474,0.574210138,0.593799473
0.561,606,0.563589362,0.555267047,0.57891804
0.561,607,0.634625096,0.547969539,0.56095692
0.561,608,0.52531106,0.560823059,0.565232831
0.561,609,0.554529704,0.555098591,0.567941781
0.554,610,0.616340017,0.549503975,0.514653563
0.554,611,0.553432029,0.557144302,0.490036324
0.554,612,0.539838635,0.545678186,0.52745137
0.554,613,0.538278301,0.545035615,0.534978649
0.536,614,0.54271825,0.529690673,0.517420217
0.536,615,0.547651,0.542118619,0.53910728
0.536,616,0.596951891,0.5437239,0.546756786
0.536,617,0.51713517,0.543545062,0.52426522
0.513,618,0.511462637,0.530046542,0.55540888
0.513,619,0.555652689,0.502028012,0.53332714
0.513,620,0.514118997,0.493167223,0.56607544
0.513,621,0.513098792,0.510565178,0.521924253
0.48,622,0.431834037,0.484107313,0.468952475
0.48,623,0.533024912,0.476412036,0.475997613
0.48,624,0.527451188,0.486220679,0.480429927
0.48,625,0.462647901,0.495341187,0.46043947
0.451,626,0.433434743,0.455256306,0.48330232
0.451,627,0.448001383,0.435241628,0.464902033
0.451,628,0.402509197,0.444127997,0.457943657
0.451,629,0.366821962,0.461715677,0.404149935
0.406,630,0.39282192,0.414251947,0.400175718
0.406,631,0.410002297,0.405862397,0.369245785
0.406,632,0.432961351,0.406233146,0.39736312
0.406,633,0.352901798,0.408212449,0.341835135
0.369,634,0.428495092,0.381318798,0.397674899
0.369,635,0.338102573,0.362744716,0.377611451
0.369,636,0.373754776,0.369038736,0.402035562
0.369,637,0.377575632,0.378933498,0.345778514
0.325,638,0.272370857,0.319820345,0.318333317
0.325,639,0.355961352,0.315300469,0.320297028
0.325,640,0.37103249,0.315902268,0.348725609
0.325,641,0.272662977,0.32366909,0.318317669
0.284,642,0.223855263,0.275036235,0.282007612
0.284,643,0.229074941,0.291399119,0.31110349
0.284,644,0.317046016,0.273230471,0.316081199
0.284,645,0.269844275,0.28458215,0.250503801
0.244,646,0.249349609,0.244793284,0.256829353
0.244,647,0.217994676,0.233801863,0.276734745
0.244,648,0.202995802,0.224179972,0.258886759
0.244,649,0.239563236,0.247195228,0.254430697
0.203,650,0.267216038,0.206216416,0.232630658
0.203,651,0.24382179,0.207921453,0.190215872
0.203,652,0.234988627,0.218731686,0.180452118
0.203,653,0.138474308,0.203099262,0.169570597
0.163,654,0.255688068,0.180916068,0.137621811
0.163,655,0.215646983,0.166470902,0.173420503
0.163,656,0.182205892,0.166104268,0.158958658
0.163,657,0.116143924,0.16171472,0.158666471
0.133,658,0.065159982,0.12357998,0.165658512
0.133,659,0.091378585,0.136604339,0.091435742
0.133,660,0.143543326,0.126592697,0.170619035
0.133,661,0.135213108,0.1231516,0.114348313
0.1,662,0.048447739,0.076585142,0.086509873
0.1,663,0.096713977,0.087743557,0.12061284
0.1,664,0.135185578,0.112145891,0.078407411
0.1,665,0.04964483,0.115541423,0.087193612
0.074,666,0.015510075,0.049543039,0.066572347
0.074,667,0.03145943,0.076404327,0.086406535
0.074,668,0.094163827,0.071990053,0.029789495
0.074,669,0.069165636,0.078243723,0.081195669
0.044,670,0.006239141,0.056873193,0.035775745
0.044,671,-0.003891929,0.040556334,0.035355326
0.044,672,0.046191339,0.032835627,0.031648
0.044,673,0.100293955,0.04229384,0.026679051
0.022,674,0.026838953,0.021634435,0.036425025
0.022,675,-0.048327046,0.023079069,0.032342072
0.022,676,0.036257599,0.001974025,-0.001314163
0.022,677,0.053838928,0.018097409,-0.02969351
0.007,678,-0.011672152,0.002460944,0.020838369
0.007,679,-0.026805668,0.003468455,0.000113494
0.007,680,-0.007400512,0.014393704,-0.017632094
0.007,681,0.070614573,0.00343896,-0.006667662
-0.007,682,0.02246115,-0.020823758,0.028688934
-0.007,683,0.000521999,0.003869078,-0.038863708
-0.007,684,-0.052367884,0.012150383,-0.004974629
-0.007,685,-0.041775613,-0.005452717,-0.018227425
-0.022,686,0.009484324,-0.002014718,-0.048310847
-0.022,687,-0.06279331,-0.033234056,-0.017063406
-0.022,688,-0.015567572,-0.042041634,-0.047955693
-0.022,689,-0.032920961,-0.025920223,-0.047476345
-0.026,690,0.006962432,-0.023325551,-0.037551396
-0.026,691,-0.05823347,-0.031447228,-0.04465323
-0.026,692,-0.079075072,-0.006376093,-0.004924539
-0.026,693,-0.006618136,-0.038522296,-0.027031254
-0.037,694,-0.012871923,-0.037133298,-0.070448837
-0.037,695,-0.037418207,-0.038376267,-0.087178968
-0.037,696,-0.063003985,-0.043345093,-0.030311938
-0.037,697,-0.073568834,-0.024508332,-0.059026161
-0.051,698,-0.027404523,-0.043087399,-0.001442159
-0.051,699,-0.053604737,-0.060258104,-0.04553564
-0.051,700,-0.029604278,-0.044679615,-0.065621287
-0.051,701,-0.052321646,-0.040485732,-0.002135029
-0.063,702,-0.055009186,-0.06454459,-0.051881055
-0.063,703,-0.100959007,-0.056696242,-0.067494419
-0.063,704,-0.093860268,-0.056275815,-0.061661432
-0.063,705,-0.023432833,-0.062410246,-0.084771932
-0.074,706,-0.052893952,-0.094013694,-0.067066106
-0.074,707,-0.117739321,-0.077509504,-0.090259037
-0.074,708,-0.006067382,-0.067209871,-0.06736922
-0.074,709,-0.072733938,-0.080831811,-0.068945102
-0.085,710,-0.070632356,-0.100431159,-0.115725527
-0.085,711,-0.076638064,-0.0917063,-0.101468806
-0.085,712,-0.118477462,-0.097515182,-0.098260837
-0.085,713,-0.073995307,-0.096547428,-0.05211818
-0.096,714,-0.077361111,-0.103754526,-0.087814465
-0.096,715,-0.119477875,-0.08993963,-0.119057125
-0.096,716,-0.074943617,-0.095880639,-0.098632066
-0.096,717,-0.100708433,-0.103837388,-0.061833876
-0.111,718,-0.11200172,-0.091844646,-0.127304615
-0.111,719,-0.07323953,-0.104672572,-0.073349675
-0.111,720,-0.116718957,-0.098957191,-0.100917996
-0.111,721,-0.12330447,-0.095384508,-0.163784614
-0.126,722,-0.129025321,-0.124038943,-0.129139944
-0.126,723,-0.100736455,-0.124532783,-0.105791733
-0.126,724,-0.134795387,-0.117854193,-0.10303511
-0.126,725,-0.108971275,-0.124899761,-0.14560068
-0.133,726,-0.128290043,-0.123543462,-0.171044623
-0.133,727,-0.109109722,-0.138298591,-0.147021331
-0.133,728,-0.161186641,-0.126706452,-0.188178541
-0.133,729,-0.181453297,-0.128550129,-0.10475861
-0.148,730,-0.128409703,-0.140333883,-0.127869964
-0.148,731,-0.144678383,-0.144581452,-0.151799843
-0.148,732,-0.111525938,-0.145090748,-0.187093153
-0.148,733,-0.150285927,-0.173006573,-0.173283822
-0.163,734,-0.17533627,-0.181712744,-0.152536516
-0.163,735,-0.174400676,-0.169180491,-0.178563537
-0.163,736,-0.14767563,-0.174232946,-0.122108582
-0.163,737,-0.161513566,-0.15078116,-0.16481584
-0.177,738,-0.170797443,-0.18582946,-0.174736267
-0.177,739,-0.142380714,-0.178001358,-0.19004544
-0.177,740,-0.186245043,-0.168392963,-0.159918474
-0.177,741,-0.175169098,-0.186739872,-0.169165871
-0.189,742,-0.270894058,-0.202126163,-0.172988858
-0.189,743,-0.167537885,-0.193174809,-0.228025845
-0.189,744,-0.14049625,-0.189339641,-0.155466717
-0.189,745,-0.190787264,-0.18321152,-0.167167826
-0.203,746,-0.260489329,-0.200477494,-0.225875064
-0.203,747,-0.225786309,-0.210343038,-0.206816353
-0.203,748,-0.217333623,-0.202357149,-0.208312649
-0.203,749,-0.231376803,-0.19457236,-0.192526561
-0.218,750,-0.251947083,-0.204614829,-0.217665079
-0.218,751,-0.203904257,-0.221030291,-0.20395185
-0.218,752,-0.192608035,-0.227221312,-0.180531315
-0.218,753,-0.243351698,-0.227520306,-0.174166043
-0.229,754,-0.227968789,-0.239540087,-0.211885273
-0.229,755,-0.209703065,-0.231060351,-0.262654942
-0.229,756,-0.165468776,-0.241507065,-0.22759735
-0.229,757,-0.217910012,-0.218180595,-0.263188003
-0.24,758,-0.313017328,-0.24644281,-0.239499194
-0.24,759,-0.226826787,-0.260933506,-0.252239849
-0.24,760,-0.282760315,-0.246547436,-0.243503941
-0.24,761,-0.210921814,-0.241515891,-0.282685773
-0.255,762,-0.288614265,-0.248770197,-0.23810949
-0.255,763,-0.259061547,-0.260223533,-0.264131874
-0.255,764,-0.278919086,-0.252031903,-0.327371269
-0.255,765,-0.225382518,-0.274250168,-0.279093235
-0.266,766,-0.238987718,-0.260807699,-0.247653089
-0.266,767,-0.324515644,-0.274463142,-0.238937471
-0.266,768,-0.264565755,-0.268492679,-0.256991692
-0.266,769,-0.234757635,-0.271775741,-0.230430966
-0.284,770,-0.278337292,-0.295808558,-0.236971121
-0.284,771,-0.302691757,-0.301468596,-0.240300731
-0.284,772,-0.294219401,-0.286494964,-0.268184774
-0.284,773,-0.26527705,-0.269680798,-0.330041228
-0.295,774,-0.241270608,-0.294002217,-0.281924263
-0.295,775,-0.302182405,-0.308590239,-0.32740659
-0.295,776,-0.305600542,-0.281182555,-0.310698566
-0.295,777,-0.348282179,-0.280440687,-0.250364308
-0.303,778,-0.342146116,-0.287629616,-0.304886419
-0.303,779,-0.296111915,-0.302391815,-0.310380306
-0.303,780,-0.317183885,-0.310496151,-0.303136843
-0.303,781,-0.339557622,-0.300116815,-0.307016027
-0.31,782,-0.287265944,-0.317085189,-0.307311027
-0.31,783,-0.363221751,-0.330125422,-0.349297901
-0.31,784,-0.276899967,-0.303376237,-0.304670711
-0.31,785,-0.282025027,-0.30771476,-0.303162651
-0.325,786,-0.348410976,-0.335637783,-0.347636805
-0.325,787,-0.333424923,-0.31343711,-0.329429136
-0.325,788,-0.377893345,-0.346880839,-0.32371881
-0.325,789,-0.29753698,-0.348319036,-0.320045386
-0.329,790,-0.300134287,-0.336746731,-0.366871682
-0.329,791,-0.358763955,-0.326656738,-0.312797083
-0.329,792,-0.293268141,-0.323194662,-0.323219841
-0.329,793,-0.330594614,-0.32535534,-0.37044549
-0.337,794,-0.292605569,-0.33019773,-0.342694659
-0.337,795,-0.343941288,-0.3338294,-0.337416679
-0.337,796,-0.320555099,-0.342651934,-0.379728508
-0.337,797,-0.332990552,-0.330711063,-0.30365799
-0.344,798,-0.321920894,-0.349092729,-0.340330388
-0.344,799,-0.284792257,-0.338650924,-0.350120224
-0.344,800,-0.343455255,-0.340894558,-0.386559608
-0.344,801,-0.232932757,-0.327960074,-0.335940861
-0.351,802,-0.362092537,-0.352190959,-0.325073452
-0.351,803,-0.353249041,-0.352139854,-0.34143596
-0.351,804,-0.338920839,-0.355989351,-0.294033403
-0.351,805,-0.365989755,-0.335322401,-0.300592862
-0.362,806,-0.344776664,-0.363925457,-0.38455395
-0.362,807,-0.300956891,-0.370321664,-0.333603999
-0.362,808,-0.356595346,-0.349096592,-0.378384378
-0.362,809,-0.364677151,-0.373686303,-0.371973953
-0.369,810,-0.343109537,-0.371054657,-0.375808767
-0.369,811,-0.332343573,-0.369488088,-0.382773642
-0.369,812,-0.395528617,-0.360025439,-0.344380609
-0.369,813,-0.390678726,-0.365354316,-0.349434635
-0.377,814,-0.412577747,-0.3878172,-0.410973852
-0.377,815,-0.371371821,-0.372997597,-0.389981429
-0.377,816,-0.383999967,-0.368137122,-0.334297025
-0.377,817,-0.377500291,-0.384665985,-0.393495367
-0.385,818,-0.391076141,-0.400004096,-0.384515024
-0.385,819,-0.385551153,-0.400608744,-0.363700558
-0.385,820,-0.336976183,-0.38797306,-0.374441781
-0.385,821,-0.388292947,-0.377766728,-0.349713108
-0.392,822,-0.440894788,-0.386975104,-0.379475999
-0.392,823,-0.365391509,-0.392180415,-0.430403173
-0.392,824,-0.355462708,-0.401496426,-0.369601064
-0.392,825,-0.400979519,-0.387229046,-0.395256858
-0.396,826,-0.377760665,-0.406404874,-0.427233402
-0.396,827,-0.352838901,-0.38530564,-0.382213493
-0.396,828,-0.412956871,-0.41335971,-0.370439306
-0.396,829,-0.35441173,-0.386854805,-0.387910099
-0.406,830,-0.390466688,-0.395696272,-0.406470729
-0.406,831,-0.413623837,-0.40978475,-0.368257719
-0.406,832,-0.429780468,-0.391547307,-0.371638218
-0.406,833,-0.351590297,-0.385654641,-0.392863563
-0.414,834,-0.399873008,-0.428299021,-0.395460677
-0.414,835,-0.436311896,-0.402851486,-0.390846691
-0.414,836,-0.46014161,-0.420495119,-0.3718906
-0.414,837,-0.392219734,-0.399325565,-0.406233656
-0.421,838,-0.460316846,-0.415029122,-0.419301476
-0.421,839,-0.412319443,-0.411120416,-0.417020464
-0.421,840,-0.392013264,-0.433910404,-0.399352261
-0.421,841,-0.433464022,-0.415733244,-0.407809817
-0.428,842,-0.487081976,-0.418411385,-0.406376186
-0.428,843,-0.418557151,-0.437903999,-0.452037542
-0.428,844,-0.414436095,-0.431064475,-0.341553733
-0.428,845,-0.489233905,-0.431133489,-0.460340152
-0.436,846,-0.423373819,-0.427247601,-0.4184247
-0.436,847,-0.460352449,-0.430629233,-0.449660837
-0.436,848,-0.46437739,-0.433609111,-0.4211787
-0.436,849,-0.41772858,-0.434964487,-0.410561826
-0.44,850,-0.430002145,-0.434672323,-0.502256242
-0.44,851,-0.467483284,-0.445961263,-0.465243051
-0.44,852,-0.424919364,-0.438919398,-0.457580426
-0.44,853,-0.453256229,-0.441372333,-0.473699595
-0.444,854,-0.446474207,-0.442189176,-0.3924107
-0.444,855,-0.450502237,-0.449140218,-0.426779066
-0.444,856,-0.480085253,-0.455436611,-0.443068622
-0.444,857,-0.458604611,-0.430102653,-0.438194414
-0.444,858,-0.458845356,-0.454020901,-0.461783361
-0.444,859,-0.434886342,-0.439333036,-0.409532678
-0.444,860,-0.496649333,-0.43652982,-0.452297311
-0.444,861,-0.418550777,-0.445461942,-0.432844138
-0.447,862,-0.458108884,-0.439774353,-0.454490922
-0.447,863,-0.430273008,-0.428814945,-0.45334726
-0.447,864,-0.448921612,-0.468616322,-0.436478744
-0.447,865,-0.425017042,-0.433121579,-0.439488255
-0.436,866,-0.426805794,-0.440190028,-0.416118167
-0.436,867,-0.45057507,-0.438868874,-0.457344225
-0.436,868,-0.463263283,-0.446800747,-0.433364808
-0.436,869,-0.396152503,-0.432447592,-0.426004441
-0.428,870,-0.413242059,-0.416182928,-0.451495434
-0.428,871,-0.381897944,-0.421987844,-0.415691881
-0.428,872,-0.466705995,-0.428970279,-0.440500657
-0.428,873,-0.413060534,-0.432293206,-0.4478442
-0.406,874,-0.419146636,-0.421285765,-0.392444865
-0.406,875,-0.40474544,-0.400110629,-0.380154776
-0.406,876,-0.42508448,-0.41755822,-0.439524438
-0.406,877,-0.423171893,-0.404461712,-0.3918657
-0.381,878,-0.381361416,-0.358392195,-0.39727735
-0.381,879,-0.366278675,-0.375580031,-0.347350861
-0.381,880,-0.339886532,-0.395725663,-0.333737598
-0.381,881,-0.329001157,-0.383302439,-0.384448247
-0.34,882,-0.408198318,-0.330781641,-0.362203755
-0.34,883,-0.292168643,-0.347328966,-0.336201752
-0.34,884,-0.347285168,-0.349526228,-0.293499323
-0.34,885,-0.287406223,-0.340911668,-0.367779809
-0.288,886,-0.319026613,-0.289615966,-0.271327075
-0.288,887,-0.192530613,-0.259328231,-0.285416192
-0.288,888,-0.279292855,-0.289763549,-0.293248171
-0.288,889,-0.273572064,-0.291783407,-0.312160943
-0.226,890,-0.253118755,-0.228881556,-0.224835257
-0.226,891,-0.249514724,-0.233744675,-0.192587022
-0.226,892,-0.242131912,-0.195584395,-0.257639338
-0.226,893,-0.257591751,-0.231479244,-0.184656113
-0.159,894,-0.163020818,-0.152075267,-0.143389209
-0.159,895,-0.179206832,-0.160828595,-0.190838501
-0.159,896,-0.187646396,-0.154230523,-0.130421432
-0.159,897,-0.143810345,-0.154770855,-0.180868199
-0.085,898,-0.073983689,-0.075222698,-0.083430719
-0.085,899,-0.072277595,-0.091537972,-0.110295817
-0.085,900,-0.093204421,-0.074426078,-0.116709888
-0.085,901,-0.049386375,-0.086598386,-0.092721646
-0.007,902,0.019853222,-0.01739585,-0.02180317
-0.007,903,0.040512808,0.012296876,0.036283274
-0.007,904,-0.027060164,-0.01298824,-0.074400932
-0.007,905,-0.008941056,-0.000875465,-0.009412227
0.077,906,0.075799629,0.080760841,0.092079241
0.077,907,0.108662016,0.082451263,0.0831767
0.077,908,0.079780797,0.079446129,0.079442723
0.077,909,0.040949994,0.092929349,0.082561376
0.155,910,0.136194545,0.14493998,0.176060615
